Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6037191620,2532,Los Angeles,90029,Los Angeles,-118.3027253,34.0885866,58.63,94.84,90-95%,0.049,56.96,12.01439591,79.17,0.631,93.93,787.94,92.53,66.97,75.24,0.00,0.00,1493.782003,73.21,3347.279442,97.25,12.25,69.52,0.75,4.42,0.105,16.88,0,0.00,0.5,22.08,54.88,6.70,82.13,70,78.61,5.2,57.56,18.14,81.21,42,91.43,46.8,99.22,64.3,94.60,15.9,97.48,39.5,98.44,84.35,8.75,96.21
6037502200,6937,Los Angeles,90606,West Whittier-Los Nietos,-118.0729448,33.9775294,58.59,94.83,90-95%,0.049,59.69,12.12818912,86.14,0.291,75.33,821.08,95.28,72.66,82.04,0.00,2.17,2806.199016,83.97,2596.620899,93.44,6.6,47.35,13.75,55.64,4.725,97.58,3,33.16,0,0.00,63.75,7.78,94.90,60.7,69.82,6.19,78.86,22.6,94.35,29.1,79.07,10.5,63.69,30.1,54.15,5.3,48.26,23.4,75.35,72.56,7.53,83.40
6071004302,3655,San Bernardino,92411,San Bernardino,-117.3310918,34.1121388,58.58,94.82,90-95%,0.072,99.07,11.56830729,62.58,0.328,79.22,753.40,85.64,82.23,91.23,0.00,0.00,938.2003478,62.73,656.1975843,32.66,7.7,51.98,3,22.12,0.175,30.17,0,0.00,1.5,42.31,52.53,6.41,76.89,130.81,97.33,7.03,90.16,20.41,88.70,44,92.88,10.3,63.04,70.1,97.34,13.4,94.94,22.4,71.89,88.04,9.13,98.46
6037402101,5558,Los Angeles,91767,Pomona,-117.7337541,34.0860588,58.57,94.81,90-95%,0.059,79.99,12.91137126,93.38,0.428,86.47,924.85,98.41,83.95,92.54,0.00,0.00,670.5929972,57.25,2381.843538,91.40,2,25.63,19.4,67.19,0.245,41.81,0,0.00,0,0.00,58.93,7.20,89.47,72.7,80.36,7.65,94.87,16.07,71.83,26.9,76.18,8.8,56.85,51.5,83.49,12.1,92.40,20.3,63.97,78.47,8.14,90.90
6037127520,4870,Los Angeles,91406,Los Angeles,-118.4697511,34.2184163,58.51,94.79,90-95%,0.065,93.63,12.06000567,81.77,0.473,88.75,726.64,83.13,55.93,59.87,0.00,0.00,671.9563294,57.33,4841.936815,99.59,45.1,94.85,17.5,64.22,0.92,83.81,0,0.00,0,0.00,63.20,7.72,94.41,41.02,43.16,8.05,96.65,8.55,17.63,47.3,94.93,34.4,97.48,68.4,96.76,9.4,83.63,34.5,95.75,73.10,7.58,84.13
6037241201,3015,Los Angeles,90044,Los Angeles,-118.2858348,33.9402403,58.51,94.78,90-95%,0.043,32.15,12.09880174,84.33,0.439,87.01,787.94,92.53,88.55,95.79,0.00,0.00,6894.173258,95.11,2432.877282,91.95,0,0.00,0,0.00,0,0.00,7,66.74,0,0.00,52.69,6.43,77.36,97.9,92.04,9.86,99.44,20.03,87.52,33.7,84.09,15.3,78.05,49.3,80.95,8,75.38,32,93.26,87.67,9.09,98.26
6065040101,4542,Riverside ,92509,Jurupa Valley,-117.3964984,34.02279,58.51,94.77,90-95%,0.067,97.00,12.74166595,92.63,0.243,69.06,818.48,94.89,75.29,85.00,0.00,0.00,3719.353353,87.88,1111.988223,64.65,32.5,89.66,3,22.12,4.19,97.25,1,12.45,13,94.57,70.33,8.59,98.56,54.18,61.79,5.08,54.62,16.18,72.31,38.7,88.98,13.3,72.26,33.9,60.01,7.7,73.41,16.7,47.62,65.68,6.81,74.07
6029004800,9530,Kern ,93215,Delano,-119.2527683,35.7653256,58.48,94.76,90-95%,0.060,82.48,13.66629955,96.61,0.472,88.69,597.65,68.49,72.77,82.18,1.04,43.24,0.245585667,3.33,658.400549,32.81,39,93.09,20.5,68.92,0.45,65.92,0,0.00,6,79.95,62.01,7.57,93.25,49.02,55.40,5.12,55.61,23.05,95.26,51.2,97.08,31.4,96.17,81.1,99.59,4.4,36.44,22.3,71.57,74.46,7.72,85.96
6037239320,4086,Los Angeles,90003,Los Angeles,-118.2717384,33.9785676,58.48,94.74,90-95%,0.045,39.99,12.13275518,86.38,0.106,39.23,787.94,92.53,95.70,99.62,0.00,0.00,4192.403361,90.15,1040.803764,60.54,8.85,54.76,13.75,55.64,0.145,24.71,0,0.00,1.2,37.57,53.88,6.58,80.02,113.88,95.43,5.38,61.71,27.88,99.23,53.2,97.71,18.3,84.04,65.3,95.18,6.2,59.38,32,93.26,85.68,8.89,97.10
6077004502,4301,San Joaquin,95240,Lodi,-121.2596577,38.1342162,58.46,94.73,90-95%,0.047,48.45,10.77979421,53.47,0.469,88.57,553.95,64.99,78.44,87.91,6.74,57.00,64.13059873,19.95,718.9004473,37.71,5.1,42.76,37.5,84.66,0.495,68.38,5,51.22,0.9,26.55,56.41,6.89,85.16,65.8,75.01,5.4,62.11,18.98,84.18,54.4,98.11,22.3,89.52,67.7,96.51,16,97.58,21.2,67.72,81.83,8.49,94.38
6037104404,3084,Los Angeles,91331,Los Angeles,-118.4286916,34.2639207,58.41,94.72,90-95%,0.067,97.00,11.32010666,58.12,0.220,65.43,726.64,83.13,91.10,97.52,0.00,0.00,715.5763448,58.54,1037.939823,60.43,48.5,95.54,43.6,87.66,0.215,37.88,0,0.00,0,0.00,58.09,7.09,87.89,81.71,86.29,6.33,80.99,13.36,56.46,48.3,95.53,21.8,88.83,46.4,77.99,6.9,66.61,31,92.03,79.39,8.24,91.98
6025012200,7237,Imperial ,92231,Calexico,-115.5143868,32.6730724,58.38,94.70,90-95%,0.054,70.28,11.21152955,56.99,0.433,86.72,440.60,51.67,39.87,36.98,59.16,73.34,449.8443095,49.54,3199,96.73,7,50.32,0,0.00,0.2,35.62,26,99.52,6,79.95,61.21,7.47,92.35,60.28,69.34,4.47,37.88,21.12,90.95,44.5,93.23,47.7,99.31,46.5,78.10,10.8,89.19,20,62.83,75.29,7.81,87.01
6037296500,3447,Los Angeles,90731,Los Angeles,-118.2927139,33.7480876,58.36,94.69,90-95%,0.038,16.78,11.6676115,65.09,0.335,79.80,391.08,42.43,76.40,86.00,0.00,0.00,5185.033447,92.77,1080.020014,62.90,7.35,51.10,22.55,71.74,1.205,87.90,8,72.15,5.25,76.75,61.12,7.46,92.26,95.43,91.35,5.17,56.88,13.58,57.89,28,77.59,11.8,68.16,56,88.18,11.1,89.93,27.8,86.43,75.38,7.82,87.13
6029001500,2586,Kern ,93305,Bakersfield,-118.9890643,35.3722473,58.34,94.68,90-95%,0.065,93.63,15.78758879,99.78,0.482,89.15,625.12,70.31,91.66,97.88,0.00,0.00,24.33019957,12.65,507.236637,21.40,0.9,11.83,10,47.43,0.685,77.80,0,0.00,0,0.00,49.54,6.05,69.23,105.98,94.23,7.04,90.29,18.4,82.32,54.9,98.28,23.6,90.92,91.6,99.96,24.3,99.70,35.3,96.31,92.99,9.65,99.68
6037571701,6247,Los Angeles,90805,Long Beach,-118.2017298,33.847882,58.34,94.67,90-95%,0.042,26.70,12.31736907,89.81,0.185,59.24,339.04,34.73,81.44,90.55,0.00,0.00,13668.29313,98.67,3537.21653,97.83,1.85,23.12,22.5,71.69,0.975,84.82,12,90.13,0.3,12.88,60.30,7.36,91.31,89.38,89.38,6.09,77.05,19.43,85.69,21.9,68.03,8.9,57.41,46.2,77.65,8.8,80.39,19.3,60.10,76.38,7.92,88.49
6059011601,8430,Orange ,92832,Fullerton,-117.9286329,33.8608345,58.33,94.65,90-95%,0.048,51.90,12.06694117,82.39,0.330,79.37,685.45,75.66,71.94,81.39,0.00,0.00,4239.203369,90.26,2571.278301,93.28,20.95,82.70,17.5,64.22,5.005,97.78,0,0.00,2,52.90,66.03,8.06,96.58,57.02,65.48,5.49,64.18,10.28,32.12,36.6,86.95,24.9,92.20,56.3,88.43,12.4,93.09,21.1,67.26,69.76,7.24,79.72
6037123206,2572,Los Angeles,91606,Los Angeles,-118.3748665,34.1937075,58.30,94.64,90-95%,0.061,84.58,11.51704283,61.17,0.264,72.33,726.64,83.13,85.52,93.65,0.00,0.00,1077.620666,65.40,953.9061729,55.29,41,93.82,11.8,51.35,1.07,86.00,0,0.00,4,70.42,63.07,7.70,94.24,52.8,60.03,4.98,51.82,14.81,65.18,43.5,92.52,29.6,95.48,59.1,91.04,6,57.25,39.8,98.54,72.99,7.57,83.96
6037573202,6379,Los Angeles,90806,Long Beach,-118.1850191,33.7934864,58.29,94.63,90-95%,0.040,20.85,11.70913172,66.67,0.436,86.83,339.04,34.73,84.63,93.08,0.00,0.00,13294.56706,98.59,849.5687661,47.86,7.5,51.62,15.25,59.89,0.36,57.46,10,82.97,0.5,22.08,55.65,6.80,83.58,90.98,89.99,7.93,96.10,18.43,82.44,40.5,90.36,11.5,67.19,44.3,75.11,6.8,65.63,25.3,81.04,82.69,8.58,95.02
6037530801,5407,Los Angeles,90063,East Los Angeles,-118.1883898,34.0508765,58.21,94.62,90-95%,0.049,59.69,12.28025039,89.50,0.143,49.61,796.03,92.88,88.57,95.80,0.00,0.00,2028.820068,79.57,1483.372938,77.80,4.4,38.80,16.25,61.71,0.47,67.04,0,0.00,5,75.67,61.62,7.52,92.86,56.8,65.19,5.24,58.56,16.64,74.36,50.2,96.60,30.4,95.82,57.1,89.28,7.9,74.74,19.1,59.28,74.59,7.74,86.20
6037530101,5285,Los Angeles,90640,Montebello,-118.0998041,34.0116507,58.18,94.60,90-95%,0.051,64.73,12.01818441,79.38,0.092,34.57,320.36,30.01,78.04,87.52,0.00,0.00,2968.853353,84.75,1091.304134,63.53,13.4,72.00,11.5,50.87,0.92,83.81,2,23.88,14.5,95.69,58.79,7.18,89.23,46.51,51.23,6.73,87.02,14.67,64.42,33.4,83.90,27.6,94.33,49.7,81.36,10.6,88.40,34.2,95.53,78.13,8.10,90.48
6037208402,2896,Los Angeles,90026,Los Angeles,-118.266009,34.0683668,58.18,94.59,90-95%,0.048,53.73,12.33647073,89.98,1.036,98.33,787.94,92.53,73.76,83.34,0.00,0.00,1820.028626,77.26,3455.10743,97.61,5.55,44.06,17.3,63.71,0.38,59.14,7,66.74,0.7,24.83,66.63,8.14,96.85,55.72,63.70,4.72,44.47,14.06,60.59,32.4,82.92,21.6,88.55,57.7,89.87,5.9,56.19,30,90.54,68.93,7.15,78.76
6037291120,2407,Los Angeles,90248,Los Angeles,-118.2869247,33.9127934,58.13,94.58,90-95%,0.043,29.89,12.14261917,86.71,0.485,89.30,805.85,94.13,82.35,91.34,0.00,0.00,12472.22347,98.35,2451.509279,92.16,3.15,31.75,21.6,70.45,0.35,56.40,0,0.00,3.3,64.88,63.39,7.74,94.57,70.95,79.08,5.16,56.61,13.39,56.61,36.4,86.72,13.9,74.10,44.7,75.72,7.7,73.41,32.3,93.59,72.40,7.51,83.27
6037190801,2682,Los Angeles,90028,Los Angeles,-118.3244586,34.0943767,58.12,94.57,90-95%,0.049,59.69,11.97617641,77.19,0.975,98.07,787.94,92.53,61.60,68.04,0.00,0.00,1436.53833,72.16,1146.0744,66.19,16.35,77.04,24,73.53,0.585,73.78,0,0.00,0.3,12.88,60.30,7.36,91.33,52.96,60.17,7.48,93.66,13.14,54.91,15.2,55.80,30.9,96.05,65.2,95.09,17.5,98.40,21.2,67.72,76.10,7.89,88.11
6037602002,3057,Los Angeles,90250,Hawthorne,-118.3402541,33.9274077,58.10,94.55,90-95%,0.043,29.89,11.9852196,77.56,1.278,99.03,373.79,39.54,87.27,94.93,3.75,52.03,6870.620036,95.10,3544.376976,97.84,15.2,75.10,20,68.42,1.54,90.59,5,51.22,0,0.00,67.85,8.28,97.41,52.66,59.85,7.05,90.39,13.14,54.91,28.5,78.23,14.3,75.53,44.7,75.72,2,6.30,39.5,98.44,67.61,7.01,76.79
6019002602,3480,Fresno ,93702,Fresno,-119.7634494,36.7395157,58.10,94.54,90-95%,0.060,82.48,13.84494435,97.56,0.202,62.36,733.95,84.39,92.41,98.30,0.00,0.00,2102.172333,80.22,1290.694871,71.96,1,17.08,1.5,10.64,0.11,19.25,0,0.00,0.6,22.96,52.77,6.44,77.54,115.32,95.53,7.59,94.51,20.24,88.11,40.3,90.22,13.6,73.10,64.3,94.60,8.2,76.69,22.2,71.15,86.93,9.02,97.82
6071004003,5975,San Bernardino,92316,Bloomington,-117.3863212,34.043922,58.01,94.53,90-95%,0.069,97.60,12.5290545,91.24,0.045,16.13,805.86,94.14,69.44,78.36,0.00,0.00,969.1436769,63.15,344.4523319,10.70,6.95,47.80,63.05,93.01,3.525,96.86,0,0.00,15.2,96.22,59.87,7.31,90.64,72.92,80.58,6.26,79.79,19.98,87.46,42.3,91.61,11.1,65.98,43.3,73.76,5.9,56.19,20.4,64.46,76.51,7.94,88.68
6037232500,4940,Los Angeles,90062,Los Angeles,-118.3108167,33.9920834,57.99,94.52,90-95%,0.044,37.57,11.94659663,75.52,0.124,44.24,787.94,92.53,92.76,98.53,0.00,0.00,3220.253418,85.65,881.1667209,50.04,7,50.32,6,35.02,0.6,74.73,0,0.00,15,96.01,57.41,7.01,86.96,112.71,95.23,6.95,89.36,18.74,83.39,41.3,90.89,6.1,43.88,41.3,71.09,5.2,46.99,38.5,98.05,79.75,8.27,92.37
6037601501,3918,Los Angeles,90304,Lennox,-118.3633462,33.9436514,57.97,94.50,90-95%,0.043,29.89,12.04273571,80.73,0.274,73.55,373.79,39.54,82.87,91.90,8.56,59.03,4644.753418,91.65,2987.806179,95.80,8.8,54.70,25.3,75.16,0.41,62.48,0,0.00,0.5,22.08,61.14,7.46,92.30,58.43,67.17,5.39,61.95,15.75,70.30,48.6,95.79,22,89.13,63.4,93.92,6,57.25,25,80.14,74.86,7.77,86.52
6037203600,5276,Los Angeles,90033,Los Angeles,-118.2095139,34.0513395,57.90,94.49,90-95%,0.049,57.77,12.63753163,92.06,0.889,97.44,488.79,59.71,88.81,95.95,0.00,0.00,2037.585388,79.74,2936.037088,95.55,5.4,43.52,3.55,23.49,0.415,62.59,7,66.74,0,0.00,61.28,7.48,92.45,81.34,85.83,5.41,62.39,16.99,76.00,50.6,96.77,26.6,93.60,56.1,88.32,2.6,11.87,25.6,81.84,74.61,7.74,86.22
6065030104,7650,Riverside ,92501,Riverside,-117.3664576,34.0057669,57.90,94.48,90-95%,0.067,97.00,12.52716732,91.21,0.657,94.64,693.53,76.71,52.42,54.95,0.00,0.00,3475.630046,86.68,2079.751665,88.28,14.05,73.39,8.25,41.42,0.785,80.99,1,12.45,4.75,73.01,67.87,8.29,97.45,85.92,88.01,5.98,74.70,21.54,92.44,22,68.25,3.5,28.04,30.7,54.95,4.4,36.44,19.4,60.56,67.35,6.99,76.41
6065042800,9515,Riverside ,92570,Perris,-117.2305725,33.7831506,57.89,94.47,90-95%,0.066,95.27,10.76891303,53.42,0.377,83.30,285.84,19.51,73.26,82.79,36.47,70.28,160.1687673,30.51,1435.731769,76.48,9,58.17,22,71.09,0.16,28.30,0,0.00,11.5,93.24,59.35,7.25,89.98,54.1,61.65,5.17,56.88,19.86,87.05,44.1,92.94,14.8,76.90,62.9,93.61,10.5,88.08,23.6,75.98,77.01,7.99,89.13
6037132102,5401,Los Angeles,91406,Los Angeles,-118.497369,34.2020955,57.87,94.45,90-95%,0.064,91.05,12.78250401,92.82,0.288,75.07,726.64,83.13,50.74,52.53,0.00,0.00,671.0273438,57.28,1122.164466,65.14,20.2,82.06,3,22.12,0.55,72.59,10,82.97,0.5,22.08,61.87,7.55,93.08,77.98,84.25,5.26,59.19,19.65,86.24,15.6,56.73,16.2,79.78,34.7,61.28,6.8,65.63,31.2,92.28,73.85,7.66,85.15
6077003802,6955,San Joaquin,95206,Stockton,-121.2968776,37.9058022,57.84,94.44,90-95%,0.047,48.45,10.98267615,54.79,0.220,65.49,662.45,72.56,33.27,28.30,6.01,56.00,436.5396729,48.96,1720.523398,82.34,9.1,58.49,6,35.02,0.025,3.64,12,90.13,5,75.67,55.60,6.79,83.52,94.28,90.93,8.23,97.33,18.97,84.07,23.6,70.83,14,74.45,36.2,63.52,10.7,88.68,21.8,69.91,82.13,8.52,94.59
6037602509,4457,Los Angeles,90250,Hawthorne,-118.3338741,33.9178467,57.83,94.43,90-95%,0.043,29.89,12.10489415,84.87,0.266,72.57,459.10,55.13,78.83,88.32,2.47,49.03,7477.760091,95.70,2555.851114,93.11,33.95,90.03,100.05,96.58,5.405,98.05,5,51.22,0,0.00,69.78,8.52,98.31,74.62,81.80,5.28,59.31,18.96,83.99,32.6,83.14,15,77.43,27.7,50.01,3.2,19.59,17,49.02,65.44,6.79,73.61
6037120030,2666,Los Angeles,91402,Los Angeles,-118.451843,34.2152447,57.82,94.42,90-95%,0.065,93.63,11.81424877,70.17,0.372,82.92,726.64,83.13,74.89,84.57,0.00,0.00,715.833664,58.55,1435.707547,76.44,45.25,94.92,0,0.00,2.42,94.39,0,0.00,1.5,42.31,61.23,7.48,92.37,93.94,90.85,2.03,2.10,20.82,89.77,50.6,96.77,31.6,96.28,65.9,95.50,5.8,55.02,37.1,97.45,74.56,7.73,86.12
6077000600,1703,San Joaquin,95205,Stockton,-121.2731105,37.9483459,57.81,94.40,90-95%,0.046,44.98,12.01186263,78.94,0.467,88.41,389.85,41.55,83.41,92.31,0.09,25.03,333.7860005,43.71,540.5232144,23.99,19.35,81.24,8.5,42.07,0.16,28.30,1,12.45,0.5,22.08,48.99,5.98,67.74,101.28,92.98,8.54,98.11,23.58,96.15,56,98.54,31.9,96.45,70.7,97.60,7,67.48,31.7,92.84,93.17,9.66,99.75
6037531602,4432,Los Angeles,90022,East Los Angeles,-118.1647906,34.0186759,57.77,94.39,90-95%,0.049,57.77,12.11496468,85.46,1.029,98.32,678.37,75.13,93.80,99.12,0.00,0.00,3018.156657,84.92,1830.844502,84.34,9,58.17,2.25,14.93,0.255,43.65,0,0.00,0,0.00,56.54,6.90,85.35,71.15,79.11,5.81,71.26,16.72,74.91,47.3,94.93,22.3,89.52,49.3,80.95,7.7,73.41,31.3,92.37,80.67,8.37,93.20
6037301702,5835,Los Angeles,91203,Glendale,-118.2691593,34.1511527,57.75,94.38,90-95%,0.055,71.66,11.81877691,70.29,0.867,97.34,685.63,76.05,62.50,69.19,0.00,0.00,1936.630697,78.59,2208.676128,89.89,55.4,96.77,47.5,89.32,2.23,93.50,6,58.69,14,95.26,74.99,9.16,99.51,39.08,39.82,3.99,26.29,17.47,78.17,15.6,56.73,20.4,87.21,35.6,62.59,7.3,69.98,30.3,91.04,60.80,6.31,66.72
6037123301,4530,Los Angeles,91605,Los Angeles,-118.4001225,34.2003101,57.74,94.36,90-95%,0.062,88.70,11.52590949,61.38,0.196,61.23,726.64,83.13,45.36,44.83,0.01,11.66,931.8369751,62.59,2463.045038,92.28,45.5,95.00,57.05,92.03,0.315,51.89,0,0.00,2.5,59.18,62.02,7.57,93.27,59.57,68.63,9.34,99.05,16.34,73.03,22.6,69.37,14,74.45,34.3,60.62,4.6,39.21,29.8,90.24,73.51,7.63,84.66
6037122121,2829,Los Angeles,91352,Los Angeles,-118.3705556,34.2142143,57.71,94.35,90-95%,0.062,88.70,11.49943551,60.75,0.343,80.49,726.64,83.13,66.26,74.40,0.00,0.00,1011.909658,63.92,560.5847404,25.58,40,93.41,5.8,32.92,0.33,53.95,6,58.69,7,83.28,61.23,7.48,92.40,67.69,76.96,6.56,84.31,13.96,59.93,36.3,86.59,18.2,83.84,47.3,78.88,6.3,60.57,20.7,65.55,74.41,7.72,85.88
6037237101,4409,Los Angeles,90044,Los Angeles,-118.2913772,33.9856234,57.70,94.34,90-95%,0.044,37.57,11.97007108,76.88,0.141,49.00,787.94,92.53,93.15,98.74,0.00,0.00,3642.000082,87.52,1034.894513,60.28,6.95,47.80,6.5,36.16,0.36,57.46,0,0.00,0,0.00,51.30,6.26,73.60,125.58,96.73,7.6,94.56,24.53,97.43,47.6,95.10,20.4,87.21,59.8,91.52,4.2,33.58,43.3,99.37,88.80,9.21,98.75
6037532604,2739,Los Angeles,90255,Huntington Park,-118.2289994,33.9842406,57.65,94.33,90-95%,0.046,44.98,12.14111892,86.70,0.165,54.91,380.45,40.04,81.30,90.42,0.00,0.00,3826.696533,88.38,873.2587948,49.39,17.35,78.29,6.35,35.68,1.99,92.40,0,0.00,4,70.42,56.35,6.88,85.05,60.74,69.97,6.15,78.21,24.24,97.03,48.1,95.36,25.2,92.52,50.1,81.91,4.3,35.02,32.7,94.16,80.76,8.38,93.27
6037219300,4239,Los Angeles,90018,Los Angeles,-118.3318299,34.0267587,57.64,94.31,90-95%,0.045,42.56,11.9612643,76.30,0.190,60.25,787.94,92.53,92.57,98.41,0.00,0.00,2210.346049,80.96,1326.027438,73.13,4,37.55,18,65.32,0.475,67.56,0,0.00,0.2,9.67,55.68,6.80,83.62,87.1,88.72,6.34,81.22,17.47,78.17,16.8,59.31,16.9,81.19,47.8,79.46,10.6,88.40,34,95.32,81.72,8.48,94.25
6037228310,4523,Los Angeles,90011,Los Angeles,-118.262416,34.011351,57.61,94.30,90-95%,0.046,44.98,12.06807983,82.46,0.262,71.97,787.94,92.53,90.56,97.16,0.00,0.00,2909.980062,84.46,767.460932,41.79,15.05,74.95,0,0.00,0.175,30.17,0,0.00,4.5,72.39,54.78,6.69,81.90,69.72,78.40,5.95,74.22,22.77,94.90,62.7,99.58,25.8,93.07,53.8,85.88,6.2,59.38,24.9,79.91,83.04,8.61,95.31
6037240700,6596,Los Angeles,90002,Los Angeles,-118.2593919,33.9470153,57.60,94.29,90-95%,0.044,35.16,12.07586683,82.90,0.079,29.51,832.38,95.87,91.75,97.97,0.00,0.00,6386.896973,94.60,626.3500324,30.29,0.7,9.59,5,30.88,0.135,23.72,7,66.74,5.25,76.75,52.70,6.43,77.37,100.67,92.83,7.95,96.20,24.99,97.74,39.2,89.40,10.4,63.30,50.2,82.14,6.3,60.57,29.4,89.57,86.29,8.95,97.42
6037238320,3804,Los Angeles,90044,Los Angeles,-118.2861548,33.9621528,57.57,94.28,90-95%,0.044,35.16,12.12072526,85.77,0.538,91.18,787.94,92.53,89.17,96.11,0.00,0.00,5150.62679,92.69,2777.877452,94.59,1,17.08,2.5,16.75,0.11,19.25,0,0.00,2.5,59.18,56.49,6.90,85.29,83.78,87.26,7.54,94.14,17.52,78.36,41.3,90.89,15.1,77.63,65.7,95.35,2.4,9.72,38.9,98.19,80.47,8.35,93.00
6037533300,3346,Los Angeles,90270,Maywood,-118.2024051,33.9927923,57.57,94.26,90-95%,0.047,48.45,12.10196267,84.67,0.966,97.98,501.40,60.70,94.84,99.40,0.00,0.00,3552.84668,86.98,565.0128774,25.90,14.35,73.81,2.25,14.93,1.345,89.28,7,66.74,0.5,22.08,59.80,7.30,90.50,45.55,49.70,6.94,89.27,14.2,61.58,52.7,97.52,28.6,95.01,63.8,94.23,6.1,58.36,25.2,80.75,76.01,7.88,87.99
6037534900,6319,Los Angeles,90001,Florence-Graham,-118.2367913,33.9707698,57.57,94.25,90-95%,0.045,42.56,12.11083805,85.25,0.174,57.15,540.06,63.94,92.06,98.12,0.00,0.00,4441.773397,91.07,913.8700472,52.63,23.9,85.18,41.5,86.90,1.705,91.58,0,0.00,0,0.00,58.47,7.14,88.69,67.65,76.87,4.73,44.77,21.92,93.38,55.9,98.53,19.9,86.44,39.7,68.83,10.9,89.46,23.5,75.68,77.73,8.06,89.91
6037199800,5828,Los Angeles,90031,Los Angeles,-118.2103403,34.0706563,57.56,94.24,90-95%,0.050,60.66,12.70430833,92.45,0.393,84.34,832.19,95.85,86.74,94.52,0.00,0.00,1776.504333,76.64,2114.074417,88.70,5.9,44.77,14.85,57.30,0.995,85.04,14,93.36,0,0.00,68.13,8.32,97.54,59.14,68.21,4.02,27.12,9.64,26.58,51.4,97.22,27.3,94.14,66.4,95.74,8.5,78.33,39.5,98.44,66.71,6.92,75.45
6037104320,5292,Los Angeles,91331,Los Angeles,-118.4202492,34.2731324,57.53,94.23,90-95%,0.067,97.00,11.16595012,56.43,0.214,64.43,726.64,83.13,91.38,97.74,0.00,0.00,697.4389953,58.13,1794.970385,83.75,59.8,97.31,39.5,85.77,0.95,84.49,0,0.00,0.2,9.67,63.53,7.76,94.69,81.71,86.29,6.71,86.76,13.36,56.46,46.3,94.41,23.1,90.34,32.3,57.44,1.5,3.21,28.1,86.98,71.49,7.42,82.06
6037131020,6704,Los Angeles,91335,Los Angeles,-118.5395023,34.2001766,57.51,94.21,90-95%,0.061,84.58,14.03112587,98.01,0.124,44.23,726.64,83.13,73.19,82.65,0.00,0.00,585.4706624,54.73,1153.969905,66.59,6.25,46.60,7,37.61,0.445,65.18,4,43.78,0.7,24.83,57.36,7.00,86.83,83.59,87.23,6.78,87.49,22.29,93.96,32.6,83.14,18.5,84.29,39.8,68.94,2.9,15.84,30.7,91.62,79.16,8.21,91.64
6037433503,3269,Los Angeles,91733,South El Monte,-118.0487816,34.054936,57.51,94.20,90-95%,0.055,72.55,12.04321516,80.78,0.257,71.28,821.08,95.28,73.44,82.95,0.00,0.00,2566.504374,82.87,505.5062709,21.28,27.9,87.74,178.45,98.92,1.56,90.69,0,0.00,5.5,77.62,65.91,8.05,96.44,65.92,75.19,2.92,8.29,16.69,74.84,53.5,97.84,29.9,95.63,55.5,87.63,5.7,53.89,29.7,90.00,68.88,7.15,78.69
6037536200,7281,Los Angeles,90280,South Gate,-118.1679058,33.9202524,57.46,94.19,90-95%,0.044,37.57,12.01769349,79.34,0.398,84.73,383.82,40.35,87.79,95.32,0.00,0.00,7649.426798,95.91,2293.269123,90.61,3.15,31.75,29,78.70,2.72,95.34,10,82.97,7.1,83.48,68.47,8.36,97.70,41.9,44.60,5.25,58.79,14.88,65.49,31.9,82.31,17.5,82.26,32.8,58.34,11,89.67,21.4,68.54,66.26,6.87,74.75
6037531102,3210,Los Angeles,90063,East Los Angeles,-118.1815818,34.0368392,57.46,94.18,90-95%,0.049,59.69,12.15909476,87.32,0.374,83.05,678.37,75.13,75.60,85.28,0.00,0.00,2352.91333,81.78,1684.649072,81.68,16.6,77.44,1.5,10.64,2.26,93.70,0,0.00,5.5,77.62,63.45,7.75,94.61,56.8,65.19,3.74,20.89,16.64,74.36,47.6,95.10,30.7,95.95,55,87.19,12.5,93.30,23.6,75.98,71.49,7.42,82.07
6037219800,2861,Los Angeles,90016,Los Angeles,-118.3547601,34.029939,57.46,94.16,90-95%,0.045,42.56,11.94583615,75.48,0.277,73.88,787.94,92.53,90.26,96.89,0.00,0.00,2100.240662,80.17,3753.393961,98.34,6.9,47.72,6,35.02,0.35,56.40,7,66.74,2,52.90,63.91,7.80,94.97,99.57,92.49,4.48,38.18,16.87,75.52,40,89.98,15.6,78.52,43.8,74.46,3.6,25.23,38.4,98.01,70.99,7.36,81.39
