"GEO_ID","NAME","B03002_001E","B03002_001EA","B03002_001M","B03002_001MA","B03002_002E","B03002_002EA","B03002_002M","B03002_002MA","B03002_003E","B03002_003EA","B03002_003M","B03002_003MA","B03002_004E","B03002_004M","B03002_004MA","B03002_004EA","B03002_005E","B03002_005EA","B03002_005M","B03002_005MA","B03002_006E","B03002_006EA","B03002_006M","B03002_006MA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008EA","B03002_008M","B03002_008MA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010EA","B03002_010M","B03002_010MA","B03002_011E","B03002_011EA","B03002_011M","B03002_011MA","B03002_012E","B03002_012M","B03002_012MA","B03002_012EA","B03002_013E","B03002_013EA","B03002_013M","B03002_013MA","B03002_014E","B03002_014EA","B03002_014M","B03002_014MA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016M","B03002_016MA","B03002_016EA","B03002_017E","B03002_017EA","B03002_017M","B03002_017MA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019EA","B03002_019M","B03002_019MA","B03002_020E","B03002_020M","B03002_020MA","B03002_020EA","B03002_021E","B03002_021M","B03002_021MA","B03002_021EA",
"1400000US06001405000","Census Tract 4050, Alameda County, California","3444","null","340","null","3079","null","293","null","1980","null","279","null","440","194","null","null","0","null","13","null","403","null","124","null","0","13","null","null","25","null","34","null","231","null","117","null","0","null","13","null","231","null","117","null","365","177","null","null","90","null","68","null","23","null","34","null","0","null","13","null","13","21","null","null","0","null","13","null","52","null","50","null","187","null","148","null","163","143","null","null","24","37","null","null",
"1400000US06001405100","Census Tract 4051, Alameda County, California","4285","null","359","null","4131","null","360","null","2595","null","404","null","513","201","null","null","0","null","13","null","568","null","205","null","0","13","null","null","23","null","19","null","432","null","174","null","82","null","94","null","350","null","157","null","154","76","null","null","28","null","25","null","7","null","11","null","0","null","13","null","0","13","null","null","0","null","13","null","40","null","42","null","79","null","53","null","57","46","null","null","22","23","null","null",
"1400000US06001405200","Census Tract 4052, Alameda County, California","5159","null","996","null","4456","null","981","null","1818","null","247","null","370","121","null","null","0","null","19","null","2028","null","974","null","20","33","null","null","29","null","47","null","191","null","122","null","33","null","40","null","158","null","113","null","703","285","null","null","320","null","221","null","110","null","146","null","0","null","19","null","0","19","null","null","0","null","19","null","167","null","89","null","106","null","55","null","82","54","null","null","24","44","null","null",
"1400000US06001405301","Census Tract 4053.01, Alameda County, California","2947","null","442","null","2475","null","447","null","1588","null","300","null","395","250","null","null","0","null","13","null","341","null","103","null","8","12","null","null","0","null","13","null","143","null","94","null","0","null","13","null","143","null","94","null","472","169","null","null","120","null","65","null","11","null","17","null","0","null","13","null","27","41","null","null","0","null","13","null","209","null","120","null","105","null","71","null","77","65","null","null","28","24","null","null",
"1400000US06001405302","Census Tract 4053.02, Alameda County, California","2287","null","354","null","2151","null","342","null","793","null","222","null","353","146","null","null","0","null","13","null","893","null","257","null","0","13","null","null","34","null","53","null","78","null","69","null","0","null","13","null","78","null","69","null","136","104","null","null","38","null","35","null","8","null","12","null","0","null","13","null","0","13","null","null","0","null","13","null","53","null","60","null","37","null","40","null","4","7","null","null","33","40","null","null",
"1400000US06001405401","Census Tract 4054.01, Alameda County, California","3670","null","511","null","2860","null","416","null","959","null","237","null","516","142","null","null","0","null","13","null","1184","null","329","null","0","13","null","null","30","null","36","null","171","null","87","null","9","null","13","null","162","null","86","null","810","337","null","null","38","null","32","null","49","null","44","null","0","null","13","null","0","13","null","null","0","null","13","null","682","null","337","null","41","null","43","null","1","9","null","null","40","41","null","null",
"1400000US06001405402","Census Tract 4054.02, Alameda County, California","3412","null","607","null","2582","null","477","null","638","null","302","null","682","219","null","null","16","null","19","null","1076","null","277","null","71","91","null","null","0","null","13","null","99","null","60","null","0","null","13","null","99","null","60","null","830","408","null","null","141","null","130","null","0","null","13","null","18","null","28","null","0","13","null","null","0","null","13","null","671","null","419","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US06001405500","Census Tract 4055, Alameda County, California","3674","null","515","null","3149","null","512","null","761","null","166","null","866","427","null","null","18","null","19","null","1308","null","308","null","25","35","null","null","30","null","43","null","141","null","71","null","0","null","13","null","141","null","71","null","525","240","null","null","243","null","195","null","0","null","13","null","52","null","75","null","0","13","null","null","9","null","15","null","199","null","123","null","22","null","32","null","0","13","null","null","22","32","null","null",
"1400000US06001405600","Census Tract 4056, Alameda County, California","3171","null","431","null","2528","null","468","null","663","null","158","null","563","235","null","null","79","null","104","null","967","null","403","null","0","13","null","null","19","null","22","null","237","null","122","null","41","null","38","null","196","null","118","null","643","249","null","null","256","null","123","null","24","null","35","null","23","null","37","null","0","13","null","null","0","null","13","null","308","null","248","null","32","null","37","null","32","37","null","null","0","13","null","null",
"1400000US06001405700","Census Tract 4057, Alameda County, California","3308","null","506","null","2988","null","476","null","555","null","173","null","1077","380","null","null","11","null","12","null","1152","null","204","null","0","13","null","null","56","null","53","null","137","null","73","null","19","null","32","null","118","null","66","null","320","158","null","null","92","null","61","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","165","null","153","null","63","null","49","null","8","14","null","null","55","48","null","null",
"1400000US06001405800","Census Tract 4058, Alameda County, California","3931","null","648","null","3129","null","585","null","510","null","252","null","588","203","null","null","19","null","32","null","1833","null","515","null","0","13","null","null","21","null","24","null","158","null","158","null","0","null","13","null","158","null","158","null","802","355","null","null","293","null","220","null","0","null","13","null","37","null","55","null","0","13","null","null","0","null","13","null","296","null","211","null","176","null","181","null","80","109","null","null","96","135","null","null",
"1400000US06001405901","Census Tract 4059.01, Alameda County, California","4230","null","671","null","2275","null","548","null","63","null","83","null","539","186","null","null","33","null","37","null","1508","null","483","null","43","62","null","null","65","null","106","null","24","null","41","null","23","null","41","null","1","null","2","null","1955","694","null","null","597","null","526","null","13","null","21","null","1","null","2","null","0","13","null","null","0","null","13","null","1000","null","401","null","344","null","338","null","317","335","null","null","27","45","null","null",
